Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
15119,The Persistence,PS4,2018,Action-Adventure,Sony Interactive Entertainment,0.0,0.03,0.0,0.01,0.04
15120,Tears to Tiara Gaiden: Avalon no Nazo,PS3,2009,Strategy,Aquaplus,0.0,0.0,0.04,0.0,0.04
15121,Legasista,PS3,2012,Role-Playing,NIS America,0.0,0.0,0.04,0.0,0.04
15122,Gudetama: Hanjuku de Tanomuwa,3DS,2015,Action,Rocket Company,0.0,0.0,0.04,0.0,0.04
15123,Napoleon Dynamite: The Game,PSP,2007,Puzzle,Crave Entertainment,0.03,0.0,0.0,0.0,0.04
15124,Breath of Fire III,PSP,2016,Role-Playing,Capcom,0.0,0.03,0.0,0.01,0.04
15125,Fatal Fury: Battle Archives Volume 1,PS2,2007,Fighting,SNK Playmore,0.02,0.01,0.0,0.0,0.04
15126,Psycho-Pass: Mandatory Happiness,PSV,2016,Visual Novel,NIS America,0.0,0.01,0.02,0.0,0.04
15127,Harukanaru Toki no Naka de 3: Unmei no Meikyuu Aizouban,PSP,2009,Adventure,KOEI,0.0,0.0,0.04,0.0,0.04
15128,Darkest Dungeon,PS4,2018,Role-Playing,Red Hook Studios,0.02,0.0,0.01,0.01,0.04
15129,Rhapsody: A Musical Adventure,PS,2000,Role-Playing,Atlus,0.02,0.01,0.0,0.0,0.04
15130,Rose to Tasogare no Kojou,PSV,2016,Action,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04
15131,Music Maker: Rockstar,PS2,2009,Misc,Magix,0.02,0.01,0.0,0.0,0.04
15132,Formula 1 06,PS2,2006,Racing,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04
15133,"Minna de Jibun no Setsumeisho: B-Kata, A-Kata, AB-Kata, O-Kata",DS,2008,Misc,GungHo,0.0,0.0,0.04,0.0,0.04
15134,Smashing Drive,XB,2002,Racing,Namco,0.03,0.01,0.0,0.0,0.04
15135,Without Warning,PS2,2005,Shooter,Capcom,0.02,0.01,0.0,0.0,0.04
15136,Fighting Vipers 2,DC,2001,Fighting,Sega,0.0,0.0,0.04,0.0,0.04
15137,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,XB,2005,Action,Konami,0.03,0.01,0.0,0.0,0.04
15138,Ebikore Photo Kano Kiss,PSV,2015,Simulation,Kadokawa Games,0.0,0.0,0.04,0.0,0.04
15139,Beatdown: Fists of Vengeance,XB,2005,Action,Capcom,0.03,0.01,0.0,0.0,0.04
15140,Teenage Zombies: Invasion of the Alien Brain Thingys,DS,2008,Adventure,Ignition Entertainment,0.03,0.0,0.0,0.0,0.04
15141,Scarface: The World is Yours,PC,2006,Adventure,Sierra Entertainment,0.01,0.02,0.0,0.0,0.04
15142,Sudoku Ball Detective,Wii,2009,Puzzle,Playlogic Game Factory,0.02,0.01,0.0,0.0,0.04
15143,APB Reloaded,PC,2011,Role-Playing,IGS,0.02,0.01,0.0,0.0,0.04
15144,R.B.I. Baseball 2017,PS4,2017,Sports,MLB.com,0.03,0.0,0.0,0.01,0.04
15145,Enchanted Arms (JP sales),PS3,2007,Role-Playing,Ubisoft,0.0,0.0,0.04,0.0,0.04
15146,Monster Force,GBA,2002,Shooter,Universal Interactive,0.03,0.01,0.0,0.0,0.04
15147,Real Soccer 2008,DS,2008,Sports,Ubisoft,0.03,0.0,0.0,0.0,0.04
15148,Onsei Kanjou Sokuteiki: Kokoro Scan,DS,2007,Misc,Sega,0.0,0.0,0.04,0.0,0.04
15149,Clock Zero: Shuuen no Ichibyou Portable,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04
15150,San Goku Shi DS 3,DS,2010,Strategy,KOEI,0.0,0.0,0.04,0.0,0.04
15151,Trick x Logic: Season 2,PSP,2010,Adventure,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04
15152,Hakuouki: Zuisouroku,PS2,2009,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04
15153,World Championship Pool 2004,XB,2003,Sports,Jaleco,0.03,0.01,0.0,0.0,0.04
15154,Derby Tsuku 5: Derby Uma o Tsukurou!,PS2,2006,Sports,Sega,0.0,0.0,0.04,0.0,0.04
15155,Punch Line,PS4,2018,Adventure,PQube,0.03,0.0,0.0,0.01,0.04
15156,Jikkyou Powerful Major League 2009,Wii,2009,Sports,Konami,0.0,0.0,0.04,0.0,0.04
15157,SD Gundam Force: Showdown!,PS2,2004,Shooter,Bandai,0.02,0.01,0.0,0.0,0.04
15158,Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~,PS2,2006,Adventure,Konami,0.0,0.0,0.04,0.0,0.04
15159,Ailu de Puzzle,PSP,2012,Puzzle,Capcom,0.0,0.0,0.04,0.0,0.04
15160,Caesar IV,PC,2006,Strategy,Sierra Entertainment,0.0,0.03,0.0,0.0,0.04
15161,Flow: Urban Dance Uprising,PS2,2005,Misc,Ubisoft,0.02,0.01,0.0,0.0,0.04
15162,100 Classic Games,DS,2011,Misc,Rondomedia,0.0,0.03,0.0,0.0,0.04
15163,True Pinball,PS,1996,Misc,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.04
15164,Stadium Games,GBA,2004,Sports,Ignition Entertainment,0.03,0.01,0.0,0.0,0.04
15165,Super Hero Generation,PS3,2014,Role-Playing,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
15166,Jane's Hotel,DS,2010,Simulation,Zoo Games,0.03,0.0,0.0,0.0,0.04
15167,J-League Pro Striker 2,GEN,1994,Sports,Sega,0.0,0.0,0.04,0.0,0.04
15168,Power Play Pool,DS,2007,Sports,Conspiracy Entertainment,0.03,0.0,0.0,0.0,0.04
15169,RLH: Run Like Hell,XB,2003,Shooter,Interplay,0.03,0.01,0.0,0.0,0.04
15170,VR Karts,PS4,2017,Racing,Perp Games,0.03,0.0,0.0,0.01,0.04
15171,Obscure,XB,2005,Adventure,DreamCatcher Interactive,0.03,0.01,0.0,0.0,0.04
15172,Mahjong Taikai,DS,2004,Misc,KOEI,0.0,0.0,0.04,0.0,0.04
15173,Super Robot Taisen: Scramble Commander the 2nd,PS2,2007,Strategy,Banpresto,0.0,0.0,0.04,0.0,0.04
15174,Scribblenauts: Showdown,XOne,2018,Platform,Warner Bros. Interactive,0.03,0.0,0.0,0.0,0.04
15175,Espgaluda II Black Label,X360,2010,Shooter,Cave,0.0,0.0,0.04,0.0,0.04
15176,Kisuato,PSV,2015,Adventure,TGL,0.0,0.0,0.04,0.0,0.04
15177,Medarot 9: Kabuto Ver. / Kuwagata Ver.,3DS,2015,Role-Playing,Rocket Company,0.0,0.0,0.04,0.0,0.04
15178,Hot Potato!,GBA,2001,Action,BAM! Entertainment,0.03,0.01,0.0,0.0,0.04
15179,Trine 2,PC,2011,Platform,Frozenbyte,0.0,0.03,0.0,0.01,0.04
15180,Kiniro no Corda 2 f,PSP,2009,Role-Playing,KOEI,0.0,0.0,0.04,0.0,0.04
15181,PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!,3DS,2015,Action,Takara Tomy,0.0,0.0,0.04,0.0,0.04
15182,Attack on Titan: Escape from Certain Death,3DS,2017,Adventure,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
15183,Deception III: Dark Delusion,PS,2000,Role-Playing,Tecmo,0.02,0.01,0.0,0.0,0.04
15184,Sid Meier's Railroads!,PC,2006,Simulation,2K Games,0.01,0.03,0.0,0.0,0.04
15185,WRC: FIA World Rally Championship,PSP,2006,Racing,Namco Bandai,0.02,0.01,0.0,0.0,0.04
15186,Omen of Sorrow,PS4,2018,Fighting,Soedesco,0.03,0.0,0.0,0.01,0.04
15187,Ultimate Game Room,DS,2009,Misc,Majesco,0.03,0.0,0.0,0.0,0.04
15188,Cook Wars,Wii,2009,Misc,Ubisoft,0.03,0.0,0.0,0.0,0.04
15189,Hakuoki: Shinkai - Hana no Shou,PSV,2016,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04
15190,Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,PSV,2015,Simulation,FuRyu Corporation,0.0,0.0,0.04,0.0,0.04
15191,Resident Evil: Umbrella Corps,PS4,2016,Shooter,Capcom,0.0,0.0,0.04,0.0,0.04
15192,Saints Row 2,PC,2009,Action,THQ,0.0,0.03,0.0,0.01,0.04
15193,Zoo Hospital,DS,2007,Simulation,Majesco,0.03,0.0,0.0,0.0,0.04
15194,Doraemon the Movie: Nobita no Nankyoku Kachikochi Daibouken,3DS,2017,Action,FuRyu Corporation,0.0,0.0,0.04,0.0,0.04
15195,Monster Kingdom: Jewel Summoner,PSP,2007,Role-Playing,Atlus,0.0,0.0,0.04,0.0,0.04
15196,Kuroshitsuji: Phantom & Ghost,DS,2009,Action,Square Enix,0.0,0.0,0.04,0.0,0.04
15197,Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,DS,2010,Role-Playing,ChunSoft,0.0,0.0,0.04,0.0,0.04
15198,Barbie and Her Sisters Puppy Rescue,Wii,2015,Action,Little Orbit,0.0,0.03,0.0,0.0,0.04
15199,Detective Conan: Phantom Rhapsody,3DS,2014,Adventure,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
15200,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen,PSP,2010,Adventure,Yeti,0.0,0.0,0.04,0.0,0.04
15201,The Ant Bully,GBA,2006,Platform,Midway Games,0.03,0.01,0.0,0.0,0.04
15202,Zanki Zero: Last Beginning,PS4,2019,Role-Playing,Spike Chunsoft,0.0,0.0,0.04,0.0,0.04
15203,Richard Burns Rally,PC,2004,Racing,SCi,0.0,0.03,0.0,0.0,0.04
15204,Sega Arcade Gallery,GBA,2003,Misc,THQ,0.03,0.01,0.0,0.0,0.04
15205,SteamWorld Collection,WiiU,2016,Misc,Rising Star Games,0.03,0.0,0.0,0.0,0.04
15206,"My World, My Way (US sales)",DS,2009,Role-Playing,Atlus,0.04,0.0,0.0,0.0,0.04
15207,Secret Files 2: Puritas Cordis,PC,2009,Adventure,Deep Silver,0.0,0.03,0.0,0.0,0.04
15208,Tao Adventure: Curse Demon,DS,2006,Role-Playing,Konami,0.03,0.0,0.0,0.0,0.04
15209,Might & Magic X: Legacy,PC,2014,Role-Playing,Ubisoft,0.0,0.03,0.0,0.0,0.04
15210,Final Fantasy XIV: Heavensward,PS3,2015,MMO,Square Enix,0.02,0.0,0.01,0.0,0.04
15211,Superdimension Neptunia VS Sega Hard Girls: Yume no Gattai Special,PSV,2016,Role-Playing,Idea Factory,0.0,0.0,0.04,0.0,0.04
15212,Black Stone: Magic & Steel,XB,2003,Role-Playing,Xicat Interactive,0.03,0.01,0.0,0.0,0.04
15213,NHRA Drag Racing: Countdown to the Championship,PS2,2007,Racing,THQ,0.02,0.01,0.0,0.0,0.04
15214,Deal or No Deal: Special Edition,DS,2010,Misc,Zoo Games,0.03,0.0,0.0,0.0,0.04
15215,Gotouchi Tetsudou: Gotouchi Kyara to Nihon Zenkoku no Tabi,WiiU,2014,Puzzle,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
15216,Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem,DS,2007,Racing,DSI Games,0.03,0.0,0.0,0.0,0.04
15217,Superstars V8 Racing,PS3,2009,Racing,Black Bean Games,0.0,0.03,0.0,0.01,0.04
15218,Harukanaru Toki no Naka de: Maihitoyo,PS2,2006,Adventure,KOEI,0.0,0.0,0.04,0.0,0.04
15219,Sine Mora EX,XOne,2017,Action,THQ Nordic,0.03,0.0,0.0,0.0,0.04
15220,Painkiller: Hell Wars,XB,2006,Shooter,DreamCatcher Interactive,0.03,0.01,0.0,0.0,0.04
15221,FunkMaster Flex's Digital Hitz Factory,PS2,2004,Misc,XS Games,0.02,0.01,0.0,0.0,0.04
15222,Housekeeping,DS,2006,Action,IE Institute,0.0,0.0,0.04,0.0,0.04
15223,Bratz Kidz,DS,2008,Misc,Game Factory,0.03,0.0,0.0,0.0,0.04
15224,Greg Hastings Paintball 2,PS3,2010,Shooter,Majesco,0.03,0.0,0.0,0.0,0.04
15225,Warriors  Orochi 4,XOne,2018,Action,Koei Tecmo,0.03,0.0,0.0,0.0,0.04
15226,Castlevania Bloodlines,GEN,1994,Platform,Konami,0.0,0.0,0.04,0.0,0.04
15227,Marvel Pinball: Epic Collection Volume 1,PS4,2016,Puzzle,Nighthawk Interactive,0.03,0.0,0.0,0.01,0.04
15228,The Three Kingdoms Love Story ~ The Art of Otome!,PSP,2012,Visual Novel,Prototype,0.0,0.0,0.04,0.0,0.04
15229,Hakuouki: Zuisouroku DS,DS,2011,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04
15230,Secret of Mana,PSV,2018,Role-Playing,Square Enix,0.0,0.0,0.04,0.0,0.04
15231,Detective Conan: Prelude from the Past,PSP,2012,Adventure,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
15232,Living Legends: Frozen Beauty,PC,2014,Action,Big Fish Games,0.0,0.03,0.0,0.0,0.04
15233,DiRT Rally,PC,2015,Racing,Codemasters,0.0,0.03,0.0,0.0,0.04
15234,XBLAZE Code: Embryo,PS3,2014,Visual Novel,Aksys Games,0.02,0.0,0.01,0.01,0.04
15235,God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,PS4,2015,Misc,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
15236,Luminous Arc 3,DS,2009,Role-Playing,Marvelous Interactive,0.0,0.0,0.04,0.0,0.04
15237,Tennis World Tour,XOne,2018,Sports,Bigben Interactive,0.03,0.0,0.0,0.0,0.04
15238,Paddington: Adventures in London,3DS,2015,Puzzle,Microids,0.0,0.03,0.0,0.0,0.04
15239,Voodoo Chronicles: First Sign,PC,2011,Adventure,ValuSoft,0.03,0.0,0.0,0.0,0.04
15240,Major League Baseball 2K8,PSP,2008,Sports,2K Sports,0.03,0.0,0.0,0.0,0.03
15241,Astrology DS,DS,2009,Misc,Deep Silver,0.03,0.0,0.0,0.0,0.03
15242,FabStyle,3DS,2011,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
15243,Rebel Raiders: Operation Nighthawk,PS2,2006,Simulation,XS Games,0.02,0.01,0.0,0.0,0.03
15244,Inazuma Eleven 3: Team Ogre Attacks!,3DS,2014,Role-Playing,Nintendo,0.0,0.03,0.0,0.0,0.03
15245,Zenkoku Dekotora Matsuri,Wii,2008,Racing,Jaleco,0.0,0.0,0.03,0.0,0.03
15246,SaGa: Scarlet Grace,PS4,2019,Role-Playing,Square Enix,0.0,0.0,0.03,0.0,0.03
15247,World in Conflict: Complete Edition,PC,2009,Strategy,Ubisoft,0.0,0.03,0.0,0.0,0.03
15248,Alienators: Evolution Continues,GBA,2001,Action,Activision,0.03,0.01,0.0,0.0,0.03
15249,OneeChanbara Z Kagura With NoNoNo!,PS3,2013,Action,D3Publisher,0.0,0.0,0.03,0.0,0.03
15250,Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,PS3,2010,Misc,Unknown,0.0,0.0,0.03,0.0,0.03
15251,Snow Moto Racing Freedom,NS,2018,Racing,Big Ben Interactive,0.03,0.0,0.0,0.0,0.03
15252,Planescape: Torment,PC,1999,Role-Playing,Interplay,0.01,0.02,0.0,0.0,0.03
15253,Sins of a Solar Empire: Trinity,PC,2010,Strategy,Stardock,0.0,0.03,0.0,0.01,0.03
15254,Pirates: Duels on the High Seas,DS,2009,Action,Oxygen Interactive,0.03,0.0,0.0,0.0,0.03
15255,MX World Tour Featuring Jamie Little,XB,2005,Racing,Crave Entertainment,0.03,0.01,0.0,0.0,0.03
15256,Bladestorm: Nightmare,PS3,2015,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
15257,Penguins of Madagascar,WiiU,2014,Action-Adventure,Little Orbit,0.01,0.02,0.0,0.0,0.03
15258,Higurashi no Naku Koro ni Iki,PSV,2015,Action,Kaga Create,0.0,0.0,0.03,0.0,0.03
15259,Marines: Modern Urban Combat,Wii,2010,Shooter,Destineer,0.03,0.0,0.0,0.0,0.03
15260,Deer Drive: Legends,3DS,2012,Shooter,Maximum Family Games,0.03,0.0,0.0,0.0,0.03
15261,Puyo Pop Fever(us sales),DS,2005,Puzzle,Atlus,0.03,0.0,0.0,0.0,0.03
15262,The Idolmaster: Gravure For You! Vol. 4,PS3,2012,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
15263,WRC 6,XOne,2017,Racing,Namco Bandai Games,0.03,0.0,0.0,0.0,0.03
15264,7 Wonders: Treasures of Seven,DS,2011,Puzzle,Mumbo Jumbo,0.01,0.02,0.0,0.0,0.03
15265,Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,DS,2009,Role-Playing,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03
15266,RedCard 20-03,XB,2002,Sports,Midway Games,0.03,0.01,0.0,0.0,0.03
15267,Challenge Me: Word Puzzles,DS,2011,Puzzle,O-Games,0.03,0.0,0.0,0.0,0.03
15268,InFAMOUS: First Light,PS4,2014,Action,Sony Computer Entertainment,0.0,0.03,0.0,0.0,0.03
15269,Asterix & Obelix: Kick Buttix,PS2,2004,Action,Atari,0.02,0.01,0.0,0.0,0.03
15270,Burnout Paradise: The Ultimate Box,X360,2009,Racing,Electronic Arts,0.0,0.03,0.0,0.0,0.03
15271,Puyo Puyo 7,PSP,2009,Puzzle,Sega,0.0,0.0,0.03,0.0,0.03
15272,South Park: The Stick of Truth,PS4,2018,Role-Playing,Ubisoft,0.03,0.0,0.0,0.01,0.03
15273,The Rabbit's Apprentice,PC,2013,Adventure,Daedalic Entertainment,0.0,0.03,0.0,0.0,0.03
15274,Bounty Hounds,PSP,2006,Action,Namco,0.03,0.0,0.0,0.0,0.03
15275,Radiant Silvergun,SAT,1998,Shooter,ESP,0.0,0.0,0.03,0.0,0.03
15276,Care Bears - Care Quest,GBA,2005,Action,Game Factory,0.02,0.01,0.0,0.0,0.03
15277,Monster Energy Supercross - The Official Videogame,NS,2018,Racing,Milestone S.r.l.,0.03,0.0,0.0,0.0,0.03
15278,Angler's Club: Ultimate Bass Fishing 3D,3DS,2011,Sports,D3 Publisher,0.0,0.03,0.0,0.0,0.03
15279,Raven Squad: Operation Hidden Dagger,PC,2009,Shooter,Evolved Games,0.03,0.0,0.0,0.0,0.03
15280,Superdimension Neptune vs Sega Hard Girls,PSV,2016,Role-Playing,Idea Factory International,0.0,0.03,0.0,0.01,0.03
15281,Even in a Game Listen to Me Girls. I Am Your Father!,PSP,2012,Visual Novel,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
15282,Boboboubo Boubobo: Ougi 87.5 Bakuretsu Hanage Shinken,GBA,2002,Action,Hudson Soft,0.0,0.0,0.03,0.0,0.03
15283,Tokyo Majin Gakuen: Kenfuuchou,DS,2008,Adventure,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03
15284,Hotel Giant 2,PC,2010,Strategy,Nobilis,0.0,0.03,0.0,0.0,0.03
15285,NHRA Drag Racing: Countdown to the Championship,PSP,2007,Racing,THQ,0.03,0.0,0.0,0.0,0.03
15286,Zatch Bell! Electric Arena,GBA,2005,Fighting,Bandai,0.02,0.01,0.0,0.0,0.03
15287,Metal Gear Solid: Snake Eater 3D,3DS,2012,Action,Konami,0.03,0.0,0.0,0.0,0.03
15288,TOCA Race Driver 3: The Ultimate Racing Simulator,XB,2006,Racing,Codemasters,0.03,0.01,0.0,0.0,0.03
15289,8-Bit Armies,PS4,2018,Strategy,Soedesco,0.03,0.0,0.0,0.01,0.03
15290,Daito Giken Premium Pachi-Slot Collection: Yoshimune,PS2,2006,Misc,Daito,0.0,0.0,0.03,0.0,0.03
15291,Let's Sing 2019,NS,2018,Music,Ravenscourt,0.0,0.03,0.0,0.0,0.03
15292,Sky Dancers,GBA,2005,Action,Crave Entertainment,0.02,0.01,0.0,0.0,0.03
15293,Silent Scope,GBA,2002,Shooter,Konami,0.02,0.01,0.0,0.0,0.03
15294,S.T.A.L.K.E.R.: Clear Sky,PC,2008,Shooter,Koch Media,0.0,0.03,0.0,0.0,0.03
15295,Layton's Mystery Journey: Katrielle and The Millionaires' Conspiracy DX,NS,2019,Puzzle,Level 5,0.0,0.0,0.03,0.0,0.03
15296,World Series of Poker: Tournament of Champions 2007 Edition,PS2,2006,Misc,Activision,0.02,0.01,0.0,0.0,0.03
15297,Railroad Tycoon 3,PC,2003,Strategy,Gathering of Developers,0.0,0.03,0.0,0.0,0.03
15298,Yggdra Union: We'll Never Fight Alone,GBA,2006,Role-Playing,Atlus,0.0,0.0,0.03,0.0,0.03
15299,Sniper: Ghost Warrior 3,PC,2017,Shooter,City Interactive,0.02,0.01,0.0,0.0,0.03
15300,World of Goo,PC,2008,Puzzle,Take-Two Interactive,0.0,0.03,0.0,0.01,0.03
15301,Dungeon Maker: Hunting Ground,PSP,2007,Role-Playing,Xseed Games,0.03,0.0,0.0,0.0,0.03
15302,Gekiatsu!! Pachi Game Damashi Max: Evangelion 7 x Seimei no Kodou,PS3,2012,Misc,Fields,0.0,0.0,0.03,0.0,0.03
15303,OZMAFIA!! -vivace-,PSV,2015,Adventure,Dramatic Create,0.0,0.0,0.03,0.0,0.03
15304,ESPN NBA 2Night 2002,PS2,2002,Sports,Konami,0.02,0.01,0.0,0.0,0.03
15305,The Raven Remastered,PS4,2018,Adventure,THQ Nordic,0.03,0.0,0.0,0.01,0.03
15306,Wangan Midnight,PS3,2007,Racing,Genki,0.0,0.0,0.03,0.0,0.03
15307,World in Conflict,PC,2007,Strategy,Sierra Entertainment,0.0,0.03,0.0,0.0,0.03
15308,Cabela's Dangerous Hunts 2,GC,2005,Sports,Activision,0.03,0.01,0.0,0.0,0.03
15309,Fritz Chess,PS3,2009,Strategy,Deep Silver,0.0,0.03,0.0,0.01,0.03
15310,Kekkaishi: Kokubourou no Kage,Wii,2007,Action,Namco Bandai,0.0,0.0,0.03,0.0,0.03
15311,"Crouching Tiger, Hidden Dragon",GBA,2005,Action,Ubisoft,0.02,0.01,0.0,0.0,0.03
15312,Shifting World,3DS,2012,Puzzle,Aksys Games,0.0,0.0,0.03,0.0,0.03
15313,Suzumiya Haruhi no Tsuisou,PS3,2011,Adventure,Namco Bandai,0.0,0.0,0.03,0.0,0.03
15314,Trap Gunner: Countdown to Oblivion,PS,1998,Strategy,Atlus,0.02,0.01,0.0,0.0,0.03
15315,Great Edo Blacksmith,PSV,2014,Simulation,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03
15316,Simple DS Series Vol. 8: The Kanshikikan - Kinkyuu Shutsudou!! Jiken Genba wo Touch Seyo,DS,2006,Adventure,D3 Publisher,0.0,0.0,0.03,0.0,0.03
15317,Harukanaru Toki no Naka de Yumenoukihashi Special,PS2,2009,Adventure,KOEI,0.0,0.0,0.03,0.0,0.03
15318,Lego City Undercover: The Chase Begins,3DS,2013,Action,Nintendo,0.0,0.03,0.0,0.0,0.03
15319,Onrush,XOne,2018,Racing,Deep Silver,0.03,0.0,0.0,0.0,0.03
15320,Sabre Wulf,GBA,2004,Platform,THQ,0.02,0.01,0.0,0.0,0.03
15321,The Cursed Crusade,PC,2011,Action,Atlus,0.0,0.03,0.0,0.01,0.03
15322,Tsuyo Kiss: Mighty Heart,PS2,2006,Adventure,Princess Soft,0.0,0.0,0.03,0.0,0.03
15323,Gacharoku,PS2,2002,Misc,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03
15324,Cake Mania: Baker's Challenge,PSP,2008,Puzzle,Destineer,0.03,0.0,0.0,0.0,0.03
15325,SX Superstar,GC,2003,Racing,Acclaim Entertainment,0.03,0.01,0.0,0.0,0.03
15326,Salt and Sanctuary,NS,2018,Platform,Leadman Games,0.03,0.0,0.0,0.0,0.03
15327,Zoo Vet: Endangered Animals,DS,2008,Simulation,Legacy Interactive,0.03,0.0,0.0,0.0,0.03
15328,Driven,GBA,2001,Racing,BAM! Entertainment,0.02,0.01,0.0,0.0,0.03
15329,Steins;Gate 0,PS3,2015,Adventure,5pb,0.0,0.0,0.03,0.0,0.03
15330,Red Faction II,GC,2003,Shooter,THQ,0.03,0.01,0.0,0.0,0.03
15331,Akiba's Beat,PSV,2017,Action,Xseed Games,0.02,0.0,0.0,0.01,0.03
15332,Rapala Tournament Fishing!,X360,2006,Sports,Activision,0.03,0.0,0.0,0.0,0.03
15333,Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,DS,2011,Role-Playing,Hudson Soft,0.0,0.0,0.03,0.0,0.03
15334,SD Gundam G Generation: Gather Beat 2,WS,2001,Strategy,Bandai,0.0,0.0,0.03,0.0,0.03
15335,Battle Engine Aquila,PS2,2003,Shooter,Atari,0.02,0.01,0.0,0.0,0.03
15336,SuperCar Challenge,PS3,2009,Racing,System 3 Arcade Software,0.0,0.03,0.0,0.01,0.03
15337,Gothic Universe,PC,2007,Role-Playing,DreamCatcher Interactive,0.0,0.03,0.0,0.0,0.03
15338,SBK 2011: FIM Superbike World Championship,PC,2011,Racing,Black Bean Games,0.0,0.03,0.0,0.0,0.03
15339,Special Forces: Nemesis Strike,XB,2005,Shooter,Hip Interactive,0.03,0.01,0.0,0.0,0.03
15340,Swords,Wii,2010,Fighting,Majesco,0.03,0.0,0.0,0.0,0.03
15341,Women's Volleyball Championship,PS2,2008,Sports,Agetec,0.0,0.0,0.03,0.0,0.03
15342,Jikkyou Powerful Pro Yakyuu Wii Ketteiban,Wii,2007,Sports,Konami,0.0,0.0,0.03,0.0,0.03
15343,Rakushou! Pachi-Slot Sengen 5: Rio Paradise,PS2,2007,Misc,Tecmo,0.0,0.0,0.03,0.0,0.03
15344,Star Wars Jedi Knight: Jedi Academy,PC,2003,Shooter,LucasArts,0.0,0.03,0.0,0.0,0.03
15345,Parfait,PSV,2015,Adventure,TGL,0.0,0.0,0.03,0.0,0.03
15346,Uppers,PSV,2016,Action,Marvelous Entertainment,0.0,0.0,0.03,0.0,0.03
15347,Death Mark,PS4,2018,Misc,Aksys Games,0.02,0.0,0.01,0.0,0.03
15348,Labyrinth of Refrain: Coven of Dusk,PSV,2016,Action,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03
15349,Battle Assault 3 featuring Gundam Seed,PS2,2004,Action,Bandai,0.02,0.01,0.0,0.0,0.03
15350,Crimson Tears,PS2,2004,Role-Playing,Capcom,0.02,0.01,0.0,0.0,0.03
15351,Tomb Raider: Anniversary,PC,2007,Action,Eidos Interactive,0.0,0.03,0.0,0.0,0.03
15352,Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Oyashiki-Hen,DS,2008,Simulation,Konami,0.0,0.0,0.03,0.0,0.03
15353,Rugby 15,PSV,2015,Sports,Bigben Interactive,0.0,0.03,0.0,0.01,0.03
15354,Attack on Titan 2,PSV,2018,Action,Koei Tecmo,0.0,0.0,0.03,0.0,0.03
15355,DarkStar One,PC,2006,Simulation,CDV Software Entertainment,0.0,0.03,0.0,0.0,0.03
15356,Batman Forever: The Arcade Game,PS,1996,Action,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03
15357,Rise of Nations: Rise of Legends,PC,2006,Strategy,Microsoft Game Studios,0.0,0.03,0.0,0.01,0.03
15358,Romance of the Three Kingdoms V,3DS,2013,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
15359,Code of  Princess EX,NS,2018,Action,Nicalis,0.02,0.0,0.01,0.0,0.03
15360,Cabela's Outdoor Adventures,GC,2005,Sports,Activision,0.03,0.01,0.0,0.0,0.03
15361,Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita,PS3,2011,Strategy,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03
